"gene.symbol","description","entrezgene"
"PTGDS","prostaglandin-H2 D-isomerase precursor [KO:K01830] [EC:5.3.99.2]","374110"
"ALOX5","arachidonate 5-lipoxygenase isoform X1 [KO:K00461] [EC:1.13.11.34]","423769"
"LTA4H","leukotriene A-4 hydrolase [KO:K01254] [EC:3.3.2.6]","417918"
"LTC4S","leukotriene C4 synthase isoform X2 [KO:K00807] [EC:4.4.1.20]","770619"
"LTC4SL","leukotriene C4 synthase [KO:K00807] [EC:4.4.1.20]","770665"
"GGT5","glutathione hydrolase 5 proenzyme isoform X3 [KO:K18592] [EC:3.4.19.14 3.4.19.13 2.3.2.2]","416943"
"GGT1","glutathione hydrolase 1 proenzyme isoform X1 [KO:K18592] [EC:3.4.19.14 3.4.19.13 2.3.2.2]","416945"
"GPX7","glutathione peroxidase 7 [KO:K00432] [EC:1.11.1.9]","424643"
"GPX3","glutathione peroxidase 3 precursor [KO:K00432] [EC:1.11.1.9]","427638"
"GPX1","glutathione peroxidase 1 [KO:K00432] [EC:1.11.1.9]","100857115"
"GPX2","glutathione peroxidase 2 [KO:K00432] [EC:1.11.1.9]","100857454"
"GPX8","probable glutathione peroxidase 8 isoform X2 [KO:K00432] [EC:1.11.1.9]","426170"
"CYP2U1","cytochrome P450 2U1 [KO:K07422]","422528"
"ALOX15B","hydroperoxide isomerase ALOXE3 [KO:K08022] [EC:1.13.11.- 1.13.11.33]","425997"
"SELENOI","ethanolaminephosphotransferase 1 [KO:K00993] [EC:2.7.8.1]","428661"
"EPT1L","ethanolaminephosphotransferase 1 [KO:K00993] [EC:2.7.8.1]","100857837"
"CHPT1","cholinephosphotransferase 1 [KO:K00994] [EC:2.7.8.2]","418098"
"CEPT1","choline/ethanolaminephosphotransferase 1 [KO:K13644] [EC:2.7.8.2 2.7.8.1]","421152"
"ENPP6","ectonucleotide pyrophosphatase/phosphodiesterase family member 6 [KO:K08743] [EC:3.1.4.-]","422551"
"ENPP2","ectonucleotide pyrophosphatase/phosphodiesterase family member 2 [KO:K01122] [EC:3.1.4.39]","420361"
"GDPD1","lysophospholipase D GDPD1 [KO:K22387] [EC:3.1.4.39]","417631"
"PLD4","phospholipase D4 isoform X2 [KO:K16860] [EC:3.1.4.4]","423496"
"PLD3","phospholipase D3 isoform X1 [KO:K16860] [EC:3.1.4.4]","107049989"
"LPCAT2","lysophosphatidylcholine acyltransferase 2 [KO:K13510] [EC:2.3.1.67 2.3.1.23]","415716"
"LPCAT1","lysophosphatidylcholine acyltransferase 1 isoform X1 [KO:K13510] [EC:2.3.1.67 2.3.1.23]","420974"
"PAFAH1B1","lissencephaly-1 homolog [KO:K16794]","374224"
"PAFAH1B2","platelet-activating factor acetylhydrolase IB subunit beta [KO:K16795] [EC:3.1.1.47]","419765"
"PLA2G7","platelet-activating factor acetylhydrolase precursor [KO:K01062] [EC:3.1.1.47]","395816"
"PAFAH2","platelet-activating factor acetylhydrolase 2, cytoplasmic isoform X1 [KO:K01062] [EC:3.1.1.47]","769963"
"GPD1L","glycerol-3-phosphate dehydrogenase 1-like protein isoform X2 [KO:K00006] [EC:1.1.1.8]","420664"
"GPD1L2","glycerol-3-phosphate dehydrogenase 1-like protein [KO:K00006] [EC:1.1.1.8]","424263"
"GPD2","glycerol-3-phosphate dehydrogenase, mitochondrial [KO:K00111] [EC:1.1.5.3]","424321"
"GPAM","glycerol-3-phosphate acyltransferase 1, mitochondrial isoform X1 [KO:K00629] [EC:2.3.1.15]","423895"
"GPAT2","glycerol-3-phosphate acyltransferase 2, mitochondrial isoform X1 [KO:K00629] [EC:2.3.1.15]","426550"
"GPAT4","glycerol-3-phosphate acyltransferase 4 [KO:K13506] [EC:2.3.1.15]","426788"
"GPAT3","glycerol-3-phosphate acyltransferase 3 [KO:K13506] [EC:2.3.1.15]","422610"
"AGPAT9L","glycerol-3-phosphate acyltransferase 3 isoform X2 [KO:K13506] [EC:2.3.1.15]","422609"
"AGPAT1","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like [KO:K13509] [EC:2.3.1.51]","770506"
"PRR29","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha isoform X1 [KO:K13509] [EC:2.3.1.51]","419941"
"AGPAT2","1-acyl-sn-glycerol-3-phosphate acyltransferase beta isoform X1 [KO:K13509] [EC:2.3.1.51]","772114"
"AGPAT3","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma [KO:K13523] [EC:2.3.1.- 2.3.1.51]","418550"
"AGPAT4","1-acyl-sn-glycerol-3-phosphate acyltransferase delta isoform X2 [KO:K13523] [EC:2.3.1.- 2.3.1.51]","421578"
"AGPAT5","1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon [KO:K19007] [EC:2.3.1.51]","421898"
"LCLAT1","lysocardiolipin acyltransferase 1 [KO:K13513] [EC:2.3.1.51 2.3.1.-]","421303"
"MBOAT1","lysophospholipid acyltransferase 1 [KO:K13517] [EC:2.3.1.- 2.3.1.51]","420826"
"MBOAT2","membrane-bound O-acyltransferase domain-containing protein 2 [KO:K13517] [EC:2.3.1.- 2.3.1.51]","421925"
"ADPRM","manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [KO:K01517] [EC:3.6.1.53 3.6.1.16 3.6.1.13]","768578"
"LPIN1","phosphatidate phosphatase LPIN1 isoform X2 [KO:K15728] [EC:3.1.3.4]","421945"
"LPIN2","phosphatidate phosphatase LPIN2 [KO:K15728] [EC:3.1.3.4]","421059"
"PLPP5","phospholipid phosphatase 5 [KO:K18693] [EC:3.1.3.4 3.1.3.81]","770752"
"PLPP4","phospholipid phosphatase 4 isoform X2 [KO:K18693] [EC:3.1.3.4 3.1.3.81]","428987"
"LCAT","phosphatidylcholine-sterol acyltransferase precursor [KO:K00650] [EC:2.3.1.43]","396136"
"LYPLA1","acyl-protein thioesterase 1 isoform X1 [KO:K06128] [EC:3.1.1.5]","770321"
"LYPLA2","acyl-protein thioesterase 2 [KO:K06130] [EC:3.1.1.5]","419685"
"PNPLA6","neuropathy target esterase [KO:K14676] [EC:3.1.1.5]","425396"
"PNPLA7","patatin-like phospholipase domain-containing protein 7 [KO:K14676] [EC:3.1.1.5]","427774"
"GPCPD1","glycerophosphocholine phosphodiesterase GPCPD1 [KO:K18695] [EC:3.1.4.2]","421311"
"CHAT","choline O-acetyltransferase [KO:K00623] [EC:2.3.1.6]","395314"
"ACHE","LOW QUALITY PROTEIN: acetylcholinesterase [KO:K01049] [EC:3.1.1.7]","396388"
"CHKA","choline kinase alpha isoform X2 [KO:K14156] [EC:2.7.1.82 2.7.1.32]","423112"
"PHOSPHO1","phosphoethanolamine/phosphocholine phosphatase [KO:K06124] [EC:3.1.3.75]","395650"
"PCYT1A","choline-phosphate cytidylyltransferase A [KO:K00968] [EC:2.7.7.15]","424915"
"PCYT1B","choline-phosphate cytidylyltransferase B isoform X1 [KO:K00968] [EC:2.7.7.15]","418594"
"ETNK2","ethanolamine kinase 2 isoform X2 [KO:K00894] [EC:2.7.1.82]","426690"
"ETNK1","ethanolamine kinase 1 [KO:K00894] [EC:2.7.1.82]","418196"
"PCYT2","ethanolamine-phosphate cytidylyltransferase [KO:K00967] [EC:2.7.7.14]","422093"
"ETNPPL","ethanolamine-phosphate phospho-lyase isoform X1 [KO:K14286] [EC:4.2.3.2]","428743"
"PEMT","phosphatidylethanolamine N-methyltransferase [KO:K00551] [EC:2.1.1.71 2.1.1.17]","416508"
"PTDSS1","phosphatidylserine synthase 1 [KO:K08729] [EC:2.7.8.-]","428374"
"PTDSS2","phosphatidylserine synthase 2 [KO:K08730] [EC:2.7.8.29]","422997"
"PISD","phosphatidylserine decarboxylase proenzyme, mitochondrial isoform X1 [KO:K01613] [EC:4.1.1.65]","416960"
"PGS1","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial precursor [KO:K00995] [EC:2.7.8.5]","422087"
"CRLS1","cardiolipin synthase (CMP-forming) [KO:K08744] [EC:2.7.8.41]","428559"
"TAZ","tafazzin isoform X1 [KO:K13511] [EC:2.3.1.-]","107049523"
"LPGAT1","acyl-CoA:lysophosphatidylglycerol acyltransferase 1 [KO:K13514] [EC:2.3.1.-]","421375"
"PIGA","phosphatidylinositol N-acetylglucosaminyltransferase subunit A [KO:K03857] [EC:2.4.1.198]","418624"
"PIGH","phosphatidylinositol N-acetylglucosaminyltransferase subunit H [KO:K03858]","423271"
"PIGC","phosphatidylinositol N-acetylglucosaminyltransferase subunit C [KO:K03859]","424387"
"PIGQ","phosphatidylinositol N-acetylglucosaminyltransferase subunit Q isoform X1 [KO:K03860]","770171"
"PIGP","phosphatidylinositol N-acetylglucosaminyltransferase subunit P [KO:K03861]","418517"
"PIGY","phosphatidylinositol N-acetylglucosaminyltransferase subunit Y [KO:K11001]","101748971"
"DPM2","dolichol phosphate-mannose biosynthesis regulatory protein [KO:K09658]","771539"
"PIGL","N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase isoform X1 [KO:K03434] [EC:3.5.1.89]","417600"
"PIGW","phosphatidylinositol-glycan biosynthesis class W protein [KO:K05283] [EC:2.3.-.-]","417650"
"GPLD1","phosphatidylinositol-glycan-specific phospholipase D [KO:K01127] [EC:3.1.4.50]","420819"
"PIGM","GPI mannosyltransferase 1 [KO:K05284] [EC:2.4.1.-]","428583"
"PIGV","GPI mannosyltransferase 2 isoform X3 [KO:K07542] [EC:2.4.1.-]","771632"
"PIGN","GPI ethanolamine phosphate transferase 1 isoform X4 [KO:K05285] [EC:2.7.-.-]","420908"
"PIGB","GPI mannosyltransferase 3 [KO:K05286] [EC:2.4.1.-]","100858627"
"PIGF","phosphatidylinositol-glycan biosynthesis class F protein [KO:K05287] [EC:2.7.-.-]","100858021"
"PIGK","GPI-anchor transamidase precursor [KO:K05290] [EC:2.6.-.-]","424556"
"PIGS","GPI transamidase component PIG-S [KO:K05291]","417571"
"PIGT","GPI transamidase component PIG-T isoform X1 [KO:K05292]","419179"
"PIGU","phosphatidylinositol glycan anchor biosynthesis class U protein [KO:K05293]","419124"
"PGAP1","GPI inositol-deacylase isoform X1 [KO:K05294] [EC:3.-.-.-]","424054"
"PIGZ","GPI mannosyltransferase 4 isoform X1 [KO:K08098] [EC:2.4.1.-]","429144"
"PIGG","GPI ethanolamine phosphate transferase 2 isoform X2 [KO:K05310] [EC:2.7.-.-]","427290"
"FIG4","polyphosphoinositide phosphatase precursor [KO:K22913] [EC:3.1.3.-]","421762"
"PLCH1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 isoform X1 [KO:K19006] [EC:3.1.4.11]","425030"
"PLCH2","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 isoform X2 [KO:K19006] [EC:3.1.4.11]","428180"
NA,"uncharacterized protein LOC101751271 [KO:K01771] [EC:4.6.1.13]","101751271"
"ISYNA1","inositol-3-phosphate synthase 1 isoform X1 [KO:K01858] [EC:5.5.1.4]","107055367"
"MINPP1","multiple inositol polyphosphate phosphatase 1 precursor [KO:K03103] [EC:3.1.3.80 3.1.3.62]","395356"
"MIOX","inositol oxygenase isoform X1 [KO:K00469] [EC:1.13.99.1]","107052518"
"TPI1","triosephosphate isomerase [KO:K01803] [EC:5.3.1.1]","396435"
"AKR1A1","aldo-keto reductase family 1 member A1 [KO:K00002] [EC:1.1.1.2]","424599"
"DGAT2","diacylglycerol O-acyltransferase 2 [KO:K11160] [EC:2.3.1.75 2.3.1.20]","421309"
"AWAT1","acyl-CoA wax alcohol acyltransferase 1 [KO:K11160] [EC:2.3.1.75 2.3.1.20]","428693"
"CEL","bile salt-activated lipase precursor [KO:K12298] [EC:3.1.1.3 3.1.1.13]","417165"
"PNPLA2","patatin-like phospholipase domain-containing protein 2 [KO:K16816] [EC:3.1.1.3]","431066"
"PNLIP","pancreatic triacylglycerol lipase precursor [KO:K14073] [EC:3.1.1.3]","423916"
"PNLIPRP3","pancreatic lipase-related protein 2 [KO:K14076] [EC:3.1.1.3]","771374"
"LIPC","hepatic triacylglycerol lipase [KO:K22283] [EC:3.1.1.3]","427495"
"LIPG","endothelial lipase [KO:K22284] [EC:3.1.1.3]","426846"
"AGK","acylglycerol kinase, mitochondrial isoform X1 [KO:K09881] [EC:2.7.1.94]","418121"
"MGLL","monoglyceride lipase isoform 1 [KO:K01054] [EC:3.1.1.23]","416024"
"MOGAT1","2-acylglycerol O-acyltransferase 1 [KO:K14458] [EC:2.3.1.22]","424811"
"MOGAT2","2-acylglycerol O-acyltransferase 2 [KO:K14457] [EC:2.3.1.22]","426437"
"XYLT1","xylosyltransferase 1 isoform X1 [KO:K00771] [EC:2.4.2.26]","414781"
"XYLT2","xylosyltransferase 2 [KO:K00771] [EC:2.4.2.26]","414780"
"B4GALT7","beta-1,4-galactosyltransferase 7 [KO:K00733] [EC:2.4.1.133]","416359"
"B3GALT6","beta-1,3-galactosyltransferase 6 [KO:K00734] [EC:2.4.1.134]","428185"
"EXTL2","exostosin-like 2 isoform X3 [KO:K02369] [EC:2.4.1.223]","424465"
"EXTL3","exostosin-like 3 [KO:K02370] [EC:2.4.1.224 2.4.1.223]","422022"
"EXT1","exostosin-1 [KO:K02366] [EC:2.4.1.225 2.4.1.224]","100858205"
"EXTL1","exostosin-like 1 [KO:K02366] [EC:2.4.1.225 2.4.1.224]","100859367"
"EXT2","exostosin-2 [KO:K02367] [EC:2.4.1.225 2.4.1.224]","425859"
"NDST1","bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 isoform X1 [KO:K02576] [EC:2.8.2.- 3.1.1.-]","416274"
"NDST2","bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 [KO:K02577] [EC:2.8.2.- 3.1.1.-]","423738"
"NDST3","bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3 isoform X1 [KO:K02578] [EC:2.8.2.- 3.1.1.-]","428769"
"NDST4","bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 [KO:K02579] [EC:2.8.2.- 3.1.1.-]","422686"
"GLCE","D-glucuronyl C5-epimerase isoform X1 [KO:K01793] [EC:5.1.3.17]","415566"
"HS2ST1","heparan sulfate 2-O-sulfotransferase 1 [KO:K02513] [EC:2.8.2.-]","395140"
"HS6ST1","heparan-sulfate 6-O-sulfotransferase 1 [KO:K02514] [EC:2.8.2.-]","395141"
"HS6ST2","heparan-sulfate 6-O-sulfotransferase 2 [KO:K08102] [EC:2.8.2.-]","395150"
"HS6ST3","heparan-sulfate 6-O-sulfotransferase 3 [KO:K08103] [EC:2.8.2.-]","428025"
"HS3ST1","heparan sulfate glucosamine 3-O-sulfotransferase 1 [KO:K01024] [EC:2.8.2.23]","422840"
"HS3ST1L","heparan sulfate glucosamine 3-O-sulfotransferase 1 [KO:K01024] [EC:2.8.2.23]","423822"
"HS3ST2","heparan sulfate glucosamine 3-O-sulfotransferase 2 [KO:K07808] [EC:2.8.2.29]","416581"
"HS3ST3B1","heparan sulfate glucosamine 3-O-sulfotransferase 3A1 [KO:K07809] [EC:2.8.2.30]","769490"
"HS3ST3B1L","heparan sulfate glucosamine 3-O-sulfotransferase 3B1 isoform X1 [KO:K07809] [EC:2.8.2.30]","769421"
"HS3ST5","heparan sulfate glucosamine 3-O-sulfotransferase 5 [KO:K08104] [EC:2.8.2.23]","428621"
"FUT8","alpha-(1,6)-fucosyltransferase [KO:K00717] [EC:2.4.1.68]","423178"
"CHST6","carbohydrate sulfotransferase 5 [KO:K09671] [EC:2.8.2.-]","770257"
"B3GNT7","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 isoform X2 [KO:K09664] [EC:2.4.1.-]","424930"
"CHST1","carbohydrate sulfotransferase 1 [KO:K01022] [EC:2.8.2.21]","428866"
"CHST2","carbohydrate sulfotransferase 2 [KO:K04745] [EC:2.8.2.-]","429123"
"CHST4","carbohydrate sulfotransferase 4 [KO:K04746] [EC:2.8.2.-]","427567"
"CSGALNACT2","chondroitin sulfate N-acetylgalactosaminyltransferase 2 [KO:K00746] [EC:2.4.1.175 2.4.1.174]","423632"
"CSGALNACT1","chondroitin sulfate N-acetylgalactosaminyltransferase 1 isoform X2 [KO:K00746] [EC:2.4.1.175 2.4.1.174]","422488"
"CHSY3","chondroitin sulfate synthase 3 [KO:K13499] [EC:2.4.1.226 2.4.1.175]","415598"
"CHSY1","chondroitin sulfate synthase 1 [KO:K13499] [EC:2.4.1.226 2.4.1.175]","415521"
"CHPF","chondroitin sulfate synthase 2 [KO:K00747] [EC:2.4.1.226 2.4.1.175]","769112"
"CHPF2","chondroitin sulfate glucuronyltransferase [KO:K03419] [EC:2.4.1.226]","426039"
"DSE","dermatan-sulfate epimerase isoform X2 [KO:K01794] [EC:5.1.3.19]","421745"
"CHST11","carbohydrate sulfotransferase 11 [KO:K01017] [EC:2.8.2.5]","418081"
"CHST12","carbohydrate sulfotransferase 12 [KO:K04742] [EC:2.8.2.5]","416469"
"CHST13","carbohydrate sulfotransferase 13 isoform X2 [KO:K07779] [EC:2.8.2.5]","416032"
"CHST3","carbohydrate sulfotransferase 3 [KO:K01020] [EC:2.8.2.17]","396018"
"CHST7","carbohydrate sulfotransferase 7 [KO:K04743] [EC:2.8.2.17]","107051963"
"CHST15","carbohydrate sulfotransferase 15 [KO:K08106] [EC:2.8.2.33]","423952"
"UST","uronyl 2-sulfotransferase isoform X1 [KO:K03193] [EC:2.8.2.-]","768809"
"CHST14","carbohydrate sulfotransferase 14 [KO:K08105] [EC:2.8.2.35]","770193"
"HYAL1","hyaluronidase-1 [KO:K01197] [EC:3.2.1.35]","426739"
"HYAL2","hyaluronidase-2 [KO:K01197] [EC:3.2.1.35]","415908"
"SPAM1","hyaluronidase PH-20 [KO:K01197] [EC:3.2.1.35]","417749"
"HYAL3","hyaluronidase-3 isoform X1 [KO:K01197] [EC:3.2.1.35]","100859903"
"HYAL6","hyaluronoglucosaminidase 6 precursor [KO:K01197] [EC:3.2.1.35]","105667218"
"HPSE","heparanase precursor [KO:K07964] [EC:3.2.1.166]","373981"
"HPSE2","inactive heparanase-2 isoform X4 [KO:K07965] [EC:3.2.1.-]","423834"
"CHIA","acidic mammalian chitinase precursor [KO:K01183] [EC:3.2.1.14]","395072"
"CHIA-M31","acidic mammalian chitinase isoform X2 [KO:K01183] [EC:3.2.1.14]","419931"
NA,"acidic mammalian chitinase [KO:K01183] [EC:3.2.1.14]","768786"
NA,"LOW QUALITY PROTEIN: N-acetyl-D-glucosamine kinase [KO:K00884] [EC:2.7.1.59]","107051359"
"PGM3","phosphoacetylglucosamine mutase [KO:K01836] [EC:5.4.2.3]","421841"
"UAP1L1","UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 [KO:K00972] [EC:2.7.7.83 2.7.7.23]","417295"
"UAP1","UDP-N-acetylhexosamine pyrophosphorylase isoform X1 [KO:K00972] [EC:2.7.7.83 2.7.7.23]","424368"
"GNE","bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase [KO:K12409] [EC:2.7.1.60 3.2.1.183]","427285"
"RENBP","N-acylglucosamine 2-epimerase isoform X1 [KO:K01787] [EC:5.1.3.8]","107050161"
"NANS","sialic acid synthase [KO:K05304] [EC:2.5.1.132 2.5.1.57 2.5.1.56]","427283"
"NANP","N-acylneuraminate-9-phosphatase [KO:K01097] [EC:3.1.3.29]","421467"
"NPL","N-acetylneuraminate lyase [KO:K01639] [EC:4.1.3.3]","429074"
"CMAS","N-acylneuraminate cytidylyltransferase isoform X2 [KO:K21749] [EC:2.7.7.92 2.7.7.43]","418199"
"CYB5R2","NADH-cytochrome b5 reductase 2 [KO:K00326] [EC:1.6.2.2]","408182"
"CYB5R4","cytochrome b5 reductase 4 isoform X1 [KO:K00326] [EC:1.6.2.2]","421837"
"CYB5R3","cytochrome b5 reductase 3 [KO:K00326] [EC:1.6.2.2]","418220"
NA,"NADH-cytochrome b5 reductase-like [KO:K00326] [EC:1.6.2.2]","112529965"
"AMDHD2","N-acetylglucosamine-6-phosphate deacetylase [KO:K01443] [EC:3.5.1.25]","416754"
"GNPNAT1","glucosamine 6-phosphate N-acetyltransferase [KO:K00621] [EC:2.3.1.4]","423588"
"GNPDA1","glucosamine-6-phosphate isomerase 1 [KO:K02564] [EC:3.5.99.6]","416341"
"GNPDA2","glucosamine-6-phosphate isomerase 2 isoform X1 [KO:K02564] [EC:3.5.99.6]","422772"
"GFPT1","glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 [KO:K00820] [EC:2.6.1.16]","419514"
"GFPT2","glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 isoform X1 [KO:K00820] [EC:2.6.1.16]","426962"
"UXS1","UDP-glucuronic acid decarboxylase 1 isoform X2 [KO:K08678] [EC:4.1.1.35]","418728"
"GPI","glucose-6-phosphate isomerase [KO:K01810] [EC:5.3.1.9]","415783"
"PGM1","phosphoglucomutase-1 [KO:K01835] [EC:5.4.2.2]","424691"
"PGM2","phosphoglucomutase-2 [KO:K15779] [EC:5.4.2.7 5.4.2.2]","426435"
"UGP2","UTP--glucose-1-phosphate uridylyltransferase [KO:K00963] [EC:2.7.7.9]","373900"
"UGDH","UDP-glucose 6-dehydrogenase [KO:K00012] [EC:1.1.1.22]","422792"
"GALK1","galactokinase [KO:K00849] [EC:2.7.1.6]","417373"
"GALT","galactose-1-phosphate uridylyltransferase isoform X2 [KO:K00965] [EC:2.7.7.12]","431509"
"GALE","UDP-glucose 4-epimerase [KO:K01784] [EC:5.1.3.2]","419686"
"PMM1","phosphomannomutase 1 isoform X1 [KO:K17497] [EC:5.4.2.8]","417989"
"PMM2","phosphomannomutase 2 [KO:K17497] [EC:5.4.2.8]","427679"
"GMPPB","mannose-1-phosphate guanyltransferase beta [KO:K00966] [EC:2.7.7.13]","415924"
"GMPPA","mannose-1-phosphate guanyltransferase alpha isoform X1 [KO:K00966] [EC:2.7.7.13]","769292"
"GMDS","GDP-mannose 4,6 dehydratase isoform X1 [KO:K01711] [EC:4.2.1.47]","420890"
"MPI","mannose-6-phosphate isomerase [KO:K01809] [EC:5.3.1.8]","769765"
"FUK","L-fucose kinase isoform X1 [KO:K05305] [EC:2.7.1.52]","770049"
"FPGT","fucose-1-phosphate guanylyltransferase [KO:K00976] [EC:2.7.7.30]","100533998"
"TSTA3","GDP-L-fucose synthase [KO:K02377] [EC:1.1.1.271]","420292"
"POMT1","protein O-mannosyl-transferase 1 [KO:K00728] [EC:2.4.1.109]","417175"
"POMT2","protein O-mannosyl-transferase 2 isoform X1 [KO:K00728] [EC:2.4.1.109]","423373"
"POMGNT1","protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 [KO:K09666] [EC:2.4.1.-]","429097"
"B3GAT1L","beta-1,3-glucuronyltransferase 1-like [KO:K00735] [EC:2.4.1.135]","408180"
"B3GAT1","galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 [KO:K00735] [EC:2.4.1.135]","373949"
"B3GAT2","galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 [KO:K10157] [EC:2.4.1.135]","428638"
"CHST10","carbohydrate sulfotransferase 10 precursor [KO:K09674] [EC:2.8.2.-]","395206"
"MGAT5B","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B isoform X1 [KO:K09661] [EC:2.4.1.-]","427801"
"POMGNT2","protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 [KO:K18207] [EC:2.4.1.312]","428446"
"B3GALNT2","UDP-GalNAc:beta-1, 3-N-acetylgalactosaminyltransferase 2 isoform X1 [KO:K09654] [EC:2.4.1.313]","430770"
"POMK","protein O-mannose kinase [KO:K17547] [EC:2.7.1.183]","422491"
"ISPD","D-ribitol-5-phosphate cytidylyltransferase isoform X3 [KO:K21031] [EC:2.7.7.40]","420591"
"FKTN","fukutin [KO:K19872] [EC:2.7.8.-]","427303"
"RXYLT1","ribitol-5-phosphate xylosyltransferase 1 [KO:K21052] [EC:2.4.2.61]","417820"
"LARGE1","LARGE xylosyl- and glucuronyltransferase 1 [KO:K09668] [EC:2.4.1.- 2.4.2.-]","418062"
"LARGE2","LARGE xylosyl- and glucuronyltransferase 2 [KO:K09668] [EC:2.4.1.- 2.4.2.-]","423200"
"OGT","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit isoform X2 [KO:K09667] [EC:2.4.1.255]","422203"
"EOGT","EGF domain-specific O-linked N-acetylglucosamine transferase [KO:K18134] [EC:2.4.1.255]","426961"
"POFUT2","GDP-fucose protein O-fucosyltransferase 2 [KO:K03691] [EC:2.4.1.221]","395112"
"POFUT1","GDP-fucose protein O-fucosyltransferase 1 precursor [KO:K03691] [EC:2.4.1.221]","395070"
"ST6GAL1","beta-galactoside alpha-2,6-sialyltransferase 1 [KO:K00778] [EC:2.4.99.1]","396169"
"ST6GAL2","beta-galactoside alpha-2,6-sialyltransferase 2 [KO:K00779] [EC:2.4.99.1]","403122"
"B3GLCT","beta-1,3-glucosyltransferase [KO:K13675] [EC:2.4.1.-]","428075"
"POGLUT1","protein O-glucosyltransferase 1 precursor [KO:K13667] [EC:2.4.1.-]","418455"
"GXYLT2","glucoside xylosyltransferase 2 isoform X1 [KO:K13676] [EC:2.4.2.-]","416097"
"GXYLT1","glucoside xylosyltransferase 1 [KO:K13676] [EC:2.4.2.-]","417789"
"COLGALT2","procollagen galactosyltransferase 2 isoform X2 [KO:K11703] [EC:2.4.1.50]","424447"
NA,"procollagen galactosyltransferase 1 [KO:K11703] [EC:2.4.1.50]","425607"
"GALNT3","polypeptide N-acetylgalactosaminyltransferase 3 isoform X2 [KO:K00710] [EC:2.4.1.41]","424177"
"GALNT10","polypeptide N-acetylgalactosaminyltransferase 10 [KO:K00710] [EC:2.4.1.41]","416260"
"GALNTL6","polypeptide N-acetylgalactosaminyltransferase-like 6 [KO:K00710] [EC:2.4.1.41]","422560"
"GALNT6","polypeptide N-acetylgalactosaminyltransferase 6 [KO:K00710] [EC:2.4.1.41]","429501"
"GALNT13","polypeptide N-acetylgalactosaminyltransferase 13 isoform X1 [KO:K00710] [EC:2.4.1.41]","424319"
"GALNT5","polypeptide N-acetylgalactosaminyltransferase 5 [KO:K00710] [EC:2.4.1.41]","424324"
"GALNT11","polypeptide N-acetylgalactosaminyltransferase 11 isoform X2 [KO:K00710] [EC:2.4.1.41]","420436"
"GALNT18","polypeptide N-acetylgalactosaminyltransferase 18 [KO:K00710] [EC:2.4.1.41]","423034"
"GALNT16","polypeptide N-acetylgalactosaminyltransferase 16 isoform X1 [KO:K00710] [EC:2.4.1.41]","423263"
"GALNT14","polypeptide N-acetylgalactosaminyltransferase 14 isoform X2 [KO:K00710] [EC:2.4.1.41]","421305"
"WBSCR17","polypeptide N-acetylgalactosaminyltransferase 17 isoform X2 [KO:K00710] [EC:2.4.1.41]","417480"
